Payer,Policy Category,Policy Type,Code,Code Description,Service Type,Policy or Diagnosis detail,Source,Policy,Annual Claim Paid,Category,,,,,,
HCSC,Clinical,NCCI,76705,Us Abdominal Real Time W/Image Limited,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,262,734 ",Radiology,,,,,,
HCSC,Clinical,NCCI,76705,Us Abdominal Real Time W/Image Limited,null,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,230,270 ",Radiology,,,,,,
HCSC,Clinical,NCCI,76705,Us Abdominal Real Time W/Image Limited,26,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,078,613 ",Radiology,,,,,,
HCSC,Clinical,NCCI,76705,Us Abdominal Real Time W/Image Limited,26,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,460,490 ",Radiology,,,,,,
HCSC,Clinical,NCCI,76705,Us Abdominal Real Time W/Image Limited,TC,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,638,701 ",Radiology,,,,,,
HCSC,Clinical,NCCI,76942,Us Guidance Needle Placement Img S&I,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,794,366 ",Radiology,,,,,,
HCSC,Clinical,NCCI,76942,Us Guidance Needle Placement Img S&I,null,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,613,931 ",Radiology,,,,,,
HCSC,Clinical,NCCI,76942,Us Guidance Needle Placement Img S&I,26,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$4,631,428 ",Radiology,,,,,,
HCSC,Clinical,NCCI,76942,Us Guidance Needle Placement Img S&I,76,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$4,110,178 ",Radiology,,,,,,
HCSC,Clinical,NCCI,87210,Smr Prim Src Wet Mount Nfct Agt,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,169,503 ",Laboratory,,,,,,
HCSC,Clinical,NCCI,97140,Manual Therapy Tqs 1/> Regions Each 15 Minutes,GO,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,286,629 ",Medicine,,,,,,
HCSC,Clinical,NCCI,97140,Manual Therapy Tqs 1/> Regions Each 15 Minutes,GP,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,823,393 ",Medicine,,,,,,
HCSC,Clinical,NCCI,97140,Manual Therapy Tqs 1/> Regions Each 15 Minutes,GP,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$4,830,573 ",Medicine,,,,,,
HCSC,Clinical,NCCI,97140,Manual Therapy Tqs 1/> Regions Each 15 Minutes,GO,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,116,759 ",Medicine,,,,,,
HCSC,Clinical,NCCI,97140,Manual Therapy Tqs 1/> Regions Each 15 Minutes,GO,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,238,094 ",Medicine,,,,,,
HCSC,Clinical,NCCI,97140,Manual Therapy Tqs 1/> Regions Each 15 Minutes,GP,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$4,211,462 ",Medicine,,,,,,
HCSC,Clinical,NCCI,97140,Manual Therapy Tqs 1/> Regions Each 15 Minutes,GP,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$4,216,893 ",Medicine,,,,,,
HCSC,Clinical,NCCI,97140,Manual Therapy Tqs 1/> Regions Each 15 Minutes,52,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$4,107,735 ",Medicine,,,,,,
HCSC,Clinical,NCCI,97140,Manual Therapy Tqs 1/> Regions Each 15 Minutes,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$4,702,150 ",Medicine,,,,,,
HCSC,Clinical,NCCI,97140,Manual Therapy Tqs 1/> Regions Each 15 Minutes,CQ,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,727,142 ",Medicine,,,,,,
HCSC,Clinical,NCCI,99222,1ST HOSPITAL IP/OBS CARE MODERATE MDM 55 MINUTES,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,184,440 ",Evaluation and Management,,,,,,
HCSC,Clinical,NCCI,99222,1ST HOSPITAL IP/OBS CARE MODERATE MDM 55 MINUTES,null,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,956,007 ",Evaluation and Management,,,,,,
HCSC,Clinical,NCCI,99222,1ST HOSPITAL IP/OBS CARE MODERATE MDM 55 MINUTES,GC,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,424,045 ",Evaluation and Management,,,,,,
HCSC,Clinical,NCCI,99222,1ST HOSPITAL IP/OBS CARE MODERATE MDM 55 MINUTES,GC,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$4,771,774 ",Evaluation and Management,,,,,,
HCSC,Clinical,NCCI,99222,1ST HOSPITAL IP/OBS CARE MODERATE MDM 55 MINUTES,AI,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,973,773 ",Evaluation and Management,,,,,,
HCSC,Clinical,NCCI,99222,1ST HOSPITAL IP/OBS CARE MODERATE MDM 55 MINUTES,FS,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,474,844 ",Evaluation and Management,,,,,,
HCSC,Clinical,NCCI,99222,1ST HOSPITAL IP/OBS CARE MODERATE MDM 55 MINUTES,FS,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$4,482,408 ",Evaluation and Management,,,,,,
HCSC,Clinical,NCCI,99401,Prevent Med Counsel&/Risk Factor Redj Spx 15 Min,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$4,634,528 ",Evaluation and Management,,,,,,
HCSC,Clinical,NCCI,99401,Prevent Med Counsel&/Risk Factor Redj Spx 15 Min,33,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,957,859 ",Evaluation and Management,,,,,,
HCSC,Clinical,NCCI,99401,Prevent Med Counsel&/Risk Factor Redj Spx 15 Min,CR,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,024,647 ",Evaluation and Management,,,,,,
HCSC,Clinical,NCCI,99386,Initial Preventive Medicine New Patient 40-64Yrs,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,820,472 ",Evaluation and Management,,,,,,
HCSC,Clinical,NCCI,19371,PERI-IMPLANT CAPSULECTOMY BREAST COMPLETE,50,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,897,084 ",DME and Supplies,,,,,,
HCSC,Clinical,NCCI,19371,PERI-IMPLANT CAPSULECTOMY BREAST COMPLETE,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$4,569,791 ",DME and Supplies,,,,,,
HCSC,Clinical,NCCI,70450,Ct Head/Brain W/O Contrast Material,26,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,465,455 ",Radiology,,,,,,
HCSC,Clinical,NCCI,70450,Ct Head/Brain W/O Contrast Material,26,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,898,695 ",Radiology,,,,,,
HCSC,Clinical,NCCI,70450,Ct Head/Brain W/O Contrast Material,26,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,852,319 ",Radiology,,,,,,
HCSC,Clinical,NCCI,70450,Ct Head/Brain W/O Contrast Material,26,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,817,342 ",Radiology,,,,,,
HCSC,Clinical,NCCI,45385,Colsc Flx W/Rmvl Of Tumor Polyp Lesion Snare Tq,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,104,926 ",Surgery,,,,,,
HCSC,Clinical,NCCI,45385,Colsc Flx W/Rmvl Of Tumor Polyp Lesion Snare Tq,SG,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,629,131 ",Surgery,,,,,,
HCSC,Clinical,NCCI,45385,Colsc Flx W/Rmvl Of Tumor Polyp Lesion Snare Tq,PT,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,097,037 ",Surgery,,,,,,
HCSC,Clinical,NCCI,99397,Periodic Preventive Med Est Patient 65Yrs& Older,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,093,392 ",Evaluation and Management,,,,,,
HCSC,Clinical,NCCI,99397,Periodic Preventive Med Est Patient 65Yrs& Older,null,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,205,896 ",Evaluation and Management,,,,,,
HCSC,Clinical,NCCI,58662,Laps Fulg/Exc Ovary Viscera/Peritoneal Surface,22,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,135,596 ",Surgery,,,,,,
HCSC,Clinical,NCCI,43255,Egd Transoral Control Bleeding Any Method,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,721,660 ",Surgery,,,,,,
HCSC,Clinical,NCCI,43255,Egd Transoral Control Bleeding Any Method,null,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,385,339 ",Surgery,,,,,,
HCSC,Clinical,NCCI,99233,SBSQ HOSPITAL IP/OBS CARE HIGH MDM 50 MINUTES,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,028,283 ",Evaluation and Management,,,,,,
HCSC,Clinical,NCCI,99233,SBSQ HOSPITAL IP/OBS CARE HIGH MDM 50 MINUTES,null,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$4,377,440 ",Evaluation and Management,,,,,,
HCSC,Clinical,NCCI,99233,SBSQ HOSPITAL IP/OBS CARE HIGH MDM 50 MINUTES,GC,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,935,581 ",Evaluation and Management,,,,,,
HCSC,Clinical,NCCI,99233,SBSQ HOSPITAL IP/OBS CARE HIGH MDM 50 MINUTES,KX,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,805,271 ",Evaluation and Management,,,,,,
HCSC,Clinical,NCCI,99233,SBSQ HOSPITAL IP/OBS CARE HIGH MDM 50 MINUTES,GC,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,078,154 ",Evaluation and Management,,,,,,
HCSC,Clinical,NCCI,99233,SBSQ HOSPITAL IP/OBS CARE HIGH MDM 50 MINUTES,FS,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,027,225 ",Evaluation and Management,,,,,,
HCSC,Clinical,NCCI,13121,Repair Complex Scalp/Arm/Leg 2.6-7.5 Cm,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$4,569,390 ",Surgery,,,,,,
HCSC,Clinical,NCCI,13121,Repair Complex Scalp/Arm/Leg 2.6-7.5 Cm,null,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,350,813 ",Surgery,,,,,,
HCSC,Clinical,NCCI,45382,Colsc Flexible W/Control Bleeding Any Method,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,847,049 ",Surgery,,,,,,
HCSC,Clinical,NCCI,45384,Colsc Flx W/Removal Lesion By Hot Bx Forceps,33,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$4,783,462 ",Surgery,,,,,,
HCSC,Clinical,NCCI,45384,Colsc Flx W/Removal Lesion By Hot Bx Forceps,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$4,390,788 ",Surgery,,,,,,
HCSC,Clinical,NCCI,17250,Chemical Cauterization Of Granulation Tissue,null,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,385,911 ",Surgery,,,,,,
HCSC,Clinical,NCCI,17250,Chemical Cauterization Of Granulation Tissue,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,589,013 ",Surgery,,,,,,
HCSC,Clinical,NCCI,17250,Chemical Cauterization Of Granulation Tissue,51,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,291,047 ",Surgery,,,,,,
HCSC,Clinical,NCCI,99394,Periodic Preventive Med Est Patient 12-17Yrs,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,731,761 ",Evaluation and Management,,,,,,
HCSC,Clinical,NCCI,17004,Destruction Premalignant Lesion 15/>,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$4,214,433 ",Radiology,,,,,,
HCSC,Clinical,NCCI,17004,Destruction Premalignant Lesion 15/>,null,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,077,468 ",Radiology,,,,,,
HCSC,Clinical,NCCI,64483,NJX AA&/STRD TFRML EPI LUMBAR/SACRAL 1 LEVEL,50,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,948,385 ",Surgery,,,,,,
HCSC,Clinical,NCCI,64483,NJX AA&/STRD TFRML EPI LUMBAR/SACRAL 1 LEVEL,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,165,681 ",Surgery,,,,,,
HCSC,Clinical,NCCI,88342,Imhistochem/Cytchm 1St Antibody Stain Procedure,26,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,406,657 ",Laboratory,,,,,,
HCSC,Clinical,NCCI,88342,Imhistochem/Cytchm 1St Antibody Stain Procedure,26,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,832,182 ",Laboratory,,,,,,
HCSC,Clinical,NCCI,88342,Imhistochem/Cytchm 1St Antibody Stain Procedure,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$4,681,079 ",Laboratory,,,,,,
HCSC,Clinical,NCCI,88342,Imhistochem/Cytchm 1St Antibody Stain Procedure,TC,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,465,674 ",Laboratory,,,,,,
HCSC,Clinical,NCCI,88342,Imhistochem/Cytchm 1St Antibody Stain Procedure,TC,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,148,621 ",Laboratory,,,,,,
HCSC,Clinical,NCCI,15823,Blepharoplasty Upper Eyelid W/Excessive Skin,50,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$4,391,493 ",Surgery,,,,,,
HCSC,Clinical,NCCI,15823,Blepharoplasty Upper Eyelid W/Excessive Skin,50,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$4,097,287 ",Surgery,,,,,,
HCSC,Clinical,NCCI,15823,Blepharoplasty Upper Eyelid W/Excessive Skin,50,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,039,985 ",Surgery,,,,,,
HCSC,Clinical,NCCI,88341,Imhistochem/Cytchm Ea Addl Antibody Slide,26,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,908,579 ",Laboratory,,,,,,
HCSC,Clinical,NCCI,88341,Imhistochem/Cytchm Ea Addl Antibody Slide,26,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,520,476 ",Laboratory,,,,,,
HCSC,Clinical,NCCI,88341,Imhistochem/Cytchm Ea Addl Antibody Slide,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,557,554 ",Laboratory,,,,,,
